url,domain,category,barrier,topical_authority,source_of_label
thecgo.org,thecgo.org,Academia,High,third-party,llm_agreement
theclassroom.com,theclassroom.com,,Mid,third-party,human
theclimatecenter.org,theclimatecenter.org,Non-media-industry,Mid,third-party,llm_agreement
theconversation.com,theconversation.com,,Mid,third-party,human
thedailybeast.com,thedailybeast.com,Media,Mid,third-party,llm_agreement
thedavidsonian.news,thedavidsonian.news,,Mid,third-party,human
pewresearch.org,pewresearch.org,,Mid,third-party,human
pgim.com,pgim.com,Non-media-industry,Mid,third-party,llm_agreement
pgpf.org,pgpf.org,Non-media-industry,Mid,third-party,llm_agreement
phenomenalworld.org,phenomenalworld.org,,Mid,third-party,human
philarchive.org,philarchive.org,Academia,High,third-party,llm_agreement
php.co.jp,php.co.jp,Non-media-industry,Mid,third-party,llm_agreement
pidgeon.ie,pidgeon.ie,Owned,Low,third-party,llm_agreement
kumin.news,kumin.news,,Mid,third-party,human
kuro1.jp,kuro1.jp,,Mid,third-party,human
kurochan-papa.com,kurochan-papa.com,Owned,Low,third-party,llm_agreement
kuzyofire.com,kuzyofire.com,Owned,Low,third-party,llm_agreement
kyivindependent.com,kyivindependent.com,Media,Mid,third-party,llm_agreement
kyobun.co.jp,kyobun.co.jp,,Mid,third-party,human
kyoiku-press.com,kyoiku-press.com,Media,Mid,third-party,llm_agreement
algop.org,algop.org,Party,Primary,primary,llm_agreement
aljazeera.com,aljazeera.com,Media,Mid,third-party,llm_agreement
all-senmonka.jp,all-senmonka.jp,Non-media-industry,Mid,third-party,llm_agreement
alterna.co.jp,alterna.co.jp,Media,Mid,third-party,llm_agreement
alzheimer.or.jp,alzheimer.or.jp,Non-media-industry,Mid,third-party,llm_agreement
am-one.co.jp,am-one.co.jp,Non-media-industry,Mid,third-party,llm_agreement
amanuma-hiroshi.com,amanuma-hiroshi.com,,Mid,third-party,human
enegaeru.com,enegaeru.com,Non-media-industry,Mid,third-party,llm_agreement
energy.gov,energy.gov,Government,High,third-party,llm_agreement
enr.com,enr.com,Media,Mid,third-party,llm_agreement
env.go.jp,env.go.jp,Government,High,third-party,llm_agreement
eonet.ne.jp,eonet.ne.jp,Non-media-industry,Mid,third-party,llm_agreement
epa.gov,epa.gov,Government,High,third-party,llm_agreement
epi.org,epi.org,Non-media-industry,Mid,third-party,llm_agreement
thedefensenews.com,thedefensenews.com,Media,Mid,third-party,llm_agreement
thediplomat.com,thediplomat.com,Media,Mid,third-party,llm_agreement
thedispatch.com,thedispatch.com,Media,Mid,third-party,llm_agreement
theeducatoronline.com,theeducatoronline.com,Media,Mid,third-party,llm_agreement
theeuclidobserver.com,theeuclidobserver.com,Media,Mid,third-party,llm_agreement
thefiscaltimes.com,thefiscaltimes.com,Media,Mid,third-party,llm_agreement
thefulcrum.us,thefulcrum.us,Media,Mid,third-party,llm_agreement
techliberation.com,techliberation.com,,Mid,third-party,human
techpolicy.press,techpolicy.press,Media,Mid,third-party,llm_agreement
techtarget.com,techtarget.com,,Mid,third-party,human
telemail.jp,telemail.jp,Non-media-industry,Mid,third-party,llm_agreement
tennohatakenimihanarunoka.com,tennohatakenimihanarunoka.com,Owned,Low,third-party,llm_agreement
tepco.co.jp,tepco.co.jp,Non-media-industry,Mid,third-party,llm_agreement
texasgop.org,texasgop.org,Party,Primary,primary,llm_agreement
ato4nen.com,ato4nen.com,,Mid,third-party,human
atr.org,atr.org,Non-media-industry,Mid,third-party,llm_agreement
attorneygenerallynnfitch.com,attorneygenerallynnfitch.com,Government,High,third-party,llm_agreement
avn.com,avn.com,Media,Mid,third-party,llm_agreement
awaisora.com,awaisora.com,Owned,Low,third-party,llm_agreement
axios.com,axios.com,Media,Mid,third-party,llm_agreement
azpbs.org,azpbs.org,Media,Mid,third-party,llm_agreement
democracyforward.org,democracyforward.org,Non-media-industry,Mid,third-party,llm_agreement
democracyinaction.us,democracyinaction.us,Owned,Low,third-party,llm_agreement
democracyjournal.org,democracyjournal.org,Media,Mid,third-party,llm_agreement
democratauthority.com,democratauthority.com,,Mid,third-party,human
democrats.org,democrats.org,Party,Primary,primary,llm_agreement
democratsabroad.org,democratsabroad.org,Party,Primary,primary,llm_agreement
dems.ag,dems.ag,,Mid,third-party,human
ji-fund.com,ji-fund.com,Non-media-industry,Mid,third-party,llm_agreement
jiam.jp,jiam.jp,Academia,High,third-party,llm_agreement
jica.go.jp,jica.go.jp,Government,High,third-party,llm_agreement
jice.or.jp,jice.or.jp,Non-media-industry,Mid,third-party,llm_agreement
jichiken.jp,jichiken.jp,Academia,High,third-party,llm_agreement
jichiro.gr.jp,jichiro.gr.jp,Non-media-industry,Mid,third-party,llm_agreement
jichitai.works,jichitai.works,,Mid,third-party,human
franksdgs.com,franksdgs.com,,Mid,third-party,human
frc.org,frc.org,Non-media-industry,Mid,third-party,llm_agreement
freee.co.jp,freee.co.jp,Non-media-industry,Mid,third-party,llm_agreement
freerepublic.com,freerepublic.com,Platform,Low,third-party,llm_agreement
freethepeople.org,freethepeople.org,Non-media-industry,Mid,third-party,llm_agreement
freezenet.ca,freezenet.ca,,Mid,third-party,human
freopp.org,freopp.org,Non-media-industry,Mid,third-party,llm_agreement
cepa.org,cepa.org,Non-media-industry,Mid,third-party,llm_agreement
cepr.net,cepr.net,Non-media-industry,Mid,third-party,llm_agreement
cfa.go.jp,cfa.go.jp,Government,High,third-party,llm_agreement
cfr.org,cfr.org,Non-media-industry,Mid,third-party,llm_agreement
chalkbeat.org,chalkbeat.org,Media,Mid,third-party,llm_agreement
cheryldavidlaw.com,cheryldavidlaw.com,,Mid,third-party,human
chester-tax.com,chester-tax.com,Non-media-industry,Mid,third-party,llm_agreement
diamond.jp,diamond.jp,Media,Mid,third-party,llm_agreement
digestiblenotes.com,digestiblenotes.com,Owned,Low,third-party,llm_agreement
digital-construction.jp,digital-construction.jp,,Mid,third-party,human
digital-supporter.net,digital-supporter.net,,Mid,third-party,human
digital.go.jp,digital.go.jp,Government,High,third-party,llm_agreement
digitalpolicyforum.jp,digitalpolicyforum.jp,Non-media-industry,Mid,third-party,llm_agreement
dir.co.jp,dir.co.jp,Non-media-industry,Mid,third-party,llm_agreement
scclp.org,scclp.org,Party,Primary,primary,llm_agreement
scholars.org,scholars.org,Academia,High,third-party,llm_agreement
scholasticahq.com,scholasticahq.com,,Mid,third-party,human
sci-news.co.jp,sci-news.co.jp,Media,Mid,third-party,llm_agreement
sciencedirect.com,sciencedirect.com,Academia,High,third-party,llm_agreement
scientificamerican.com,scientificamerican.com,Media,Mid,third-party,llm_agreement
scmp.com,scmp.com,Media,Mid,third-party,llm_agreement
ncblpc.org,ncblpc.org,,Mid,third-party,human
ncctv.co.jp,ncctv.co.jp,,Mid,third-party,human
ncgreenparty.org,ncgreenparty.org,Party,Primary,primary,llm_agreement
ncsbe.gov,ncsbe.gov,Government,High,third-party,llm_agreement
ncta.com,ncta.com,Non-media-industry,Mid,third-party,llm_agreement
nctr.org,nctr.org,Non-media-industry,Mid,third-party,llm_agreement
ndl.go.jp,ndl.go.jp,Government,High,third-party,llm_agreement
jiho.jp,jiho.jp,Media,Mid,third-party,llm_agreement
jiia.or.jp,jiia.or.jp,,Mid,third-party,human
jiji.com,jiji.com,,Mid,third-party,human
jil.go.jp,jil.go.jp,Government,High,third-party,llm_agreement
jillstein2024.com,jillstein2024.com,,Mid,third-party,human
jimdofree.com,jimdofree.com,Platform,Low,third-party,llm_agreement
jimin-akita.jp,jimin-akita.jp,Party,Primary,primary,llm_agreement
cbh.com,cbh.com,Non-media-industry,Mid,third-party,llm_agreement
cbpp.org,cbpp.org,Non-media-industry,Mid,third-party,llm_agreement
cbsnews.com,cbsnews.com,Media,Mid,third-party,llm_agreement
ccnejapan.com,ccnejapan.com,Non-media-industry,Mid,third-party,llm_agreement
cdp-japan.jp,cdp-japan.jp,Party,Primary,primary,llm_agreement
ceeol.com,ceeol.com,Academia,High,third-party,llm_agreement
cehub.jp,cehub.jp,Media,Mid,third-party,llm_agreement
texaspolicyresearch.com,texaspolicyresearch.com,Non-media-industry,Mid,third-party,llm_agreement
texastribune.org,texastribune.org,Media,Mid,third-party,llm_agreement
the-issues.jp,the-issues.jp,,Mid,third-party,human
the-liberty.com,the-liberty.com,Media,Mid,third-party,llm_agreement
the-republican-reversal.com,the-republican-reversal.com,,Mid,third-party,human
theadvocates.org,theadvocates.org,Non-media-industry,Mid,third-party,llm_agreement
thebalancemoney.com,thebalancemoney.com,Media,Mid,third-party,llm_agreement
jcptogidan.gr.jp,jcptogidan.gr.jp,Party,Primary,primary,llm_agreement
jcpweb.jp,jcpweb.jp,Party,Primary,primary,llm_agreement
jcpweb.net,jcpweb.net,Party,Primary,primary,llm_agreement
jeelani-law.com,jeelani-law.com,Non-media-industry,Mid,third-party,llm_agreement
jema-net.or.jp,jema-net.or.jp,Non-media-industry,Mid,third-party,llm_agreement
jenner.com,jenner.com,Non-media-industry,Mid,third-party,llm_agreement
jeri.or.jp,jeri.or.jp,,Mid,third-party,human
scribd.com,scribd.com,Platform,Low,third-party,llm_agreement
sdgindex.org,sdgindex.org,Academia,High,third-party,llm_agreement
sdgop.com,sdgop.com,Party,Primary,primary,llm_agreement
sdp.or.jp,sdp.or.jp,Party,Primary,primary,llm_agreement
seidanren.jp,seidanren.jp,Non-media-industry,Mid,third-party,llm_agreement
seijiyama.jp,seijiyama.jp,,Mid,third-party,human
seikatsuclub.coop,seikatsuclub.coop,Non-media-industry,Mid,third-party,llm_agreement
fumiaki-kobayashi.jp,fumiaki-kobayashi.jp,Owned,Low,third-party,llm_agreement
fumitakefujita.com,fumitakefujita.com,Owned,Low,third-party,llm_agreement
fusionaier.org,fusionaier.org,,Mid,third-party,human
future-ed.org,future-ed.org,,Mid,third-party,human
fx-d.jp,fx-d.jp,,Mid,third-party,human
fzcoltd.com,fzcoltd.com,Non-media-industry,Mid,third-party,llm_agreement
gaconstitutionparty.org,gaconstitutionparty.org,Party,Primary,primary,llm_agreement
libertarian.center,libertarian.center,,Mid,third-party,human
libertarianinstitute.org,libertarianinstitute.org,Non-media-industry,Mid,third-party,llm_agreement
libertarianism.org,libertarianism.org,Non-media-industry,Mid,third-party,llm_agreement
libertarianlite.com,libertarianlite.com,Owned,Low,third-party,llm_agreement
libertarianutah.org,libertarianutah.org,Party,Primary,primary,llm_agreement
libguides.com,libguides.com,Platform,Low,third-party,llm_agreement
libraries2025.org,libraries2025.org,Non-media-industry,Mid,third-party,llm_agreement
asiatimes.com,asiatimes.com,Media,Mid,third-party,llm_agreement
askaia.ca,askaia.ca,Non-media-industry,Mid,third-party,llm_agreement
asuene.com,asuene.com,Non-media-industry,Mid,third-party,llm_agreement
asukashinsha.co.jp,asukashinsha.co.jp,Non-media-industry,Mid,third-party,llm_agreement
atlanticcouncil.org,atlanticcouncil.org,Non-media-industry,Mid,third-party,llm_agreement
atlantis-press.com,atlantis-press.com,Academia,High,third-party,llm_agreement
atlasinstitute.org,atlasinstitute.org,Non-media-industry,Mid,third-party,llm_agreement
lpo.org,lpo.org,,Mid,third-party,human
lpradicalcaucus.org,lpradicalcaucus.org,Party,Primary,primary,llm_agreement
lptexas.org,lptexas.org,Party,Primary,primary,llm_agreement
luc.edu,luc.edu,Academia,High,third-party,llm_agreement
luminafoundation.org,luminafoundation.org,Non-media-industry,Mid,third-party,llm_agreement
m3.com,m3.com,Non-media-industry,Mid,third-party,llm_agreement
maff.go.jp,maff.go.jp,Government,High,third-party,llm_agreement
thegospelcoalition.org,thegospelcoalition.org,Non-media-industry,Mid,third-party,llm_agreement
theguardian.com,theguardian.com,Media,Mid,third-party,llm_agreement
theharvardpoliticalreview.com,theharvardpoliticalreview.com,Academia,High,third-party,llm_agreement
thehill.com,thehill.com,Media,Mid,third-party,llm_agreement
theintercept.com,theintercept.com,Media,Mid,third-party,llm_agreement
theletter.jp,theletter.jp,,Mid,third-party,human
thelibertarianrepublic.com,thelibertarianrepublic.com,,Mid,third-party,human
jitco.or.jp,jitco.or.jp,Non-media-industry,Mid,third-party,llm_agreement
jkri.or.jp,jkri.or.jp,,Mid,third-party,human
jlaf.jp,jlaf.jp,Non-media-industry,Mid,third-party,llm_agreement
jmedj.co.jp,jmedj.co.jp,Media,Mid,third-party,llm_agreement
jnpc.or.jp,jnpc.or.jp,Non-media-industry,Mid,third-party,llm_agreement
joetsu-minsyo.com,joetsu-minsyo.com,Non-media-industry,Mid,third-party,llm_agreement
joint-kaigo.com,joint-kaigo.com,,Mid,third-party,human
lpedia.org,lpedia.org,,Mid,third-party,human
lpf.org,lpf.org,,Mid,third-party,human
lpfw.org,lpfw.org,Non-media-industry,Mid,third-party,llm_agreement
lpin.org,lpin.org,Party,Primary,primary,llm_agreement
lpnc.org,lpnc.org,Party,Primary,primary,llm_agreement
lpnh.org,lpnh.org,Party,Primary,primary,llm_agreement
lpny.org,lpny.org,Party,Primary,primary,llm_agreement
billofrightsinstitute.org,billofrightsinstitute.org,Non-media-industry,Mid,third-party,llm_agreement
bipartisanpolicy.org,bipartisanpolicy.org,Non-media-industry,Mid,third-party,llm_agreement
biv.com,biv.com,Media,Mid,third-party,llm_agreement
bjp.org,bjp.org,Party,Primary,primary,llm_agreement
bleedingheartlibertarians.com,bleedingheartlibertarians.com,Owned,Low,third-party,llm_agreement
blickrothenberg.com,blickrothenberg.com,Non-media-industry,Mid,third-party,llm_agreement
bll.gr.jp,bll.gr.jp,Non-media-industry,Mid,third-party,llm_agreement
plan-international.jp,plan-international.jp,Non-media-industry,Mid,third-party,llm_agreement
planetforward.org,planetforward.org,,Mid,third-party,human
pluralpolicy.com,pluralpolicy.com,Non-media-industry,Mid,third-party,llm_agreement
pnhp.org,pnhp.org,Non-media-industry,Mid,third-party,llm_agreement
policynews.jp,policynews.jp,Media,Mid,third-party,llm_agreement
political.org,political.org,,Mid,third-party,human
politicallyunbound.com,politicallyunbound.com,Owned,Low,third-party,llm_agreement
ponyodaze.com,ponyodaze.com,Owned,Low,third-party,llm_agreement
portal-worlds.com,portal-worlds.com,,Mid,third-party,human
positivemoney.org,positivemoney.org,Non-media-industry,Mid,third-party,llm_agreement
ppc.go.jp,ppc.go.jp,Government,High,third-party,llm_agreement
pps-net.org,pps-net.org,,Mid,third-party,human
prdems.org,prdems.org,Party,Primary,primary,llm_agreement
president.jp,president.jp,Media,Mid,third-party,llm_agreement
newamerica.org,newamerica.org,Non-media-industry,Mid,third-party,llm_agreement
newrepublic.com,newrepublic.com,Media,Mid,third-party,llm_agreement
news.cn,news.cn,,Mid,third-party,human
newsfromthestates.com,newsfromthestates.com,Media,Mid,third-party,llm_agreement
newsmediaalliance.org,newsmediaalliance.org,Non-media-industry,Mid,third-party,llm_agreement
newsnationnow.com,newsnationnow.com,Media,Mid,third-party,llm_agreement
newspicks.com,newspicks.com,Platform,Low,third-party,llm_agreement
jimin-shimane.jp,jimin-shimane.jp,Party,Primary,primary,llm_agreement
jimin-yamaguchi.com,jimin-yamaguchi.com,Party,Primary,primary,llm_agreement
jimin.jp,jimin.jp,Party,Primary,primary,llm_agreement
jiminsapporo.jp,jiminsapporo.jp,Party,Primary,primary,llm_agreement
jinmira.com,jinmira.com,,Mid,third-party,human
jipdec.or.jp,jipdec.or.jp,Non-media-industry,Mid,third-party,llm_agreement
jissui.or.jp,jissui.or.jp,Non-media-industry,Mid,third-party,llm_agreement
conservamerica.org,conservamerica.org,Non-media-industry,Mid,third-party,llm_agreement
constitutionparty.com,constitutionparty.com,Party,Primary,primary,llm_agreement
constitutionpartyfl.com,constitutionpartyfl.com,Party,Primary,primary,llm_agreement
constitutionpartyil.com,constitutionpartyil.com,Party,Primary,primary,llm_agreement
constitutionpartymo.org,constitutionpartymo.org,Party,Primary,primary,llm_agreement
constitutionpartync.com,constitutionpartync.com,Party,Primary,primary,llm_agreement
constitutionpartyofutah.com,constitutionpartyofutah.com,Party,Primary,primary,llm_agreement
ibaben.or.jp,ibaben.or.jp,Non-media-industry,Mid,third-party,llm_agreement
ibaraki-jimin.jp,ibaraki-jimin.jp,Party,Primary,primary,llm_agreement
icaew.com,icaew.com,Non-media-industry,Mid,third-party,llm_agreement
icf.com,icf.com,Non-media-industry,Mid,third-party,llm_agreement
icom-giken.com,icom-giken.com,Non-media-industry,Mid,third-party,llm_agreement
idahocp.com,idahocp.com,,Mid,third-party,human
idahodems.org,idahodems.org,Party,Primary,primary,llm_agreement
doe.gov,doe.gov,Government,High,third-party,llm_agreement
doi.gov,doi.gov,Government,High,third-party,llm_agreement
donaldjtrump.com,donaldjtrump.com,Owned,Low,third-party,llm_agreement
donga.com,donga.com,Media,Mid,third-party,llm_agreement
dot.gov,dot.gov,Government,High,third-party,llm_agreement
dotvote.vote,dotvote.vote,Platform,Low,third-party,llm_agreement
douyukai.or.jp,douyukai.or.jp,Non-media-industry,Mid,third-party,llm_agreement
politicalsciencenow.com,politicalsciencenow.com,,Mid,third-party,human
politicalscienceview.com,politicalscienceview.com,,Mid,third-party,human
politician.cafe,politician.cafe,,Mid,third-party,human
politico.com,politico.com,Media,Mid,third-party,llm_agreement
politifact.com,politifact.com,Media,Mid,third-party,llm_agreement
polsci.institute,polsci.institute,Academia,High,third-party,llm_agreement
ponta.jp,ponta.jp,Non-media-industry,Mid,third-party,llm_agreement
frm-journal.jp,frm-journal.jp,,Mid,third-party,human
frontiersin.org,frontiersin.org,Academia,High,third-party,llm_agreement
fsa.go.jp,fsa.go.jp,Government,High,third-party,llm_agreement
fukui.lg.jp,fukui.lg.jp,Government,High,third-party,llm_agreement
fukuishimbun.co.jp,fukuishimbun.co.jp,Media,Mid,third-party,llm_agreement
fukurou.win,fukurou.win,Owned,Low,third-party,llm_agreement
fukushima-sanseito.jp,fukushima-sanseito.jp,Party,Primary,primary,llm_agreement
ilgp.org,ilgp.org,Party,Primary,primary,llm_agreement
imadr.net,imadr.net,Non-media-industry,Mid,third-party,llm_agreement
imeadvisors.com,imeadvisors.com,Non-media-industry,Mid,third-party,llm_agreement
imf.org,imf.org,,Mid,third-party,human
imidas.jp,imidas.jp,Media,Mid,third-party,llm_agreement
imm.or.jp,imm.or.jp,Non-media-industry,Mid,third-party,llm_agreement
inc.com,inc.com,Media,Mid,third-party,llm_agreement
incident-wo.com,incident-wo.com,Owned,Low,third-party,llm_agreement
independent.org,independent.org,Non-media-industry,Mid,third-party,llm_agreement
independentpoliticalreport.com,independentpoliticalreport.com,Media,Mid,third-party,llm_agreement
indianewengland.com,indianewengland.com,Media,Mid,third-party,llm_agreement
inequality.org,inequality.org,Non-media-industry,Mid,third-party,llm_agreement
influencewatch.org,influencewatch.org,Non-media-industry,Mid,third-party,llm_agreement
infomigrants.net,infomigrants.net,Media,Mid,third-party,llm_agreement
wajcp.net,wajcp.net,,Mid,third-party,human
wakegop.org,wakegop.org,Party,Primary,primary,llm_agreement
wam.go.jp,wam.go.jp,Government,High,third-party,llm_agreement
war.gov,war.gov,Government,High,third-party,llm_agreement
warpreventioninitiative.org,warpreventioninitiative.org,Non-media-industry,Mid,third-party,llm_agreement
waseda-idi.jp,waseda-idi.jp,Academia,High,third-party,llm_agreement
washingtonblade.com,washingtonblade.com,Media,Mid,third-party,llm_agreement
wisbusiness.com,wisbusiness.com,Media,Mid,third-party,llm_agreement
wisc.edu,wisc.edu,Academia,High,third-party,llm_agreement
wisconsingreenparty.org,wisconsingreenparty.org,Party,Primary,primary,llm_agreement
wise-pds.jp,wise-pds.jp,Non-media-industry,Mid,third-party,llm_agreement
wisgop.org,wisgop.org,Party,Primary,primary,llm_agreement
withnews.jp,withnews.jp,Media,Mid,third-party,llm_agreement
wola.org,wola.org,Non-media-industry,Mid,third-party,llm_agreement
theregreview.org,theregreview.org,Academia,High,third-party,llm_agreement
therightinsight.org,therightinsight.org,,Mid,third-party,human
thesocialcontract.com,thesocialcontract.com,,Mid,third-party,human
thestreet.com,thestreet.com,Media,Mid,third-party,llm_agreement
thetab.com,thetab.com,Media,Mid,third-party,llm_agreement
theusconstitution.org,theusconstitution.org,Non-media-industry,Mid,third-party,llm_agreement
theverge.com,theverge.com,Media,Mid,third-party,llm_agreement
logicallibertarian.com,logicallibertarian.com,Owned,Low,third-party,llm_agreement
logmi.jp,logmi.jp,Media,Mid,third-party,llm_agreement
lopezforthepeople.com,lopezforthepeople.com,Owned,Low,third-party,llm_agreement
loupedin.blog,loupedin.blog,Non-media-industry,Mid,third-party,llm_agreement
lp.org,lp.org,Party,Primary,primary,llm_agreement
lpar.org,lpar.org,Party,Primary,primary,llm_agreement
lpclc.org,lpclc.org,Non-media-industry,Mid,third-party,llm_agreement
iwanami.co.jp,iwanami.co.jp,Academia,High,third-party,llm_agreement
iwj.co.jp,iwj.co.jp,Media,Mid,third-party,llm_agreement
izumi-kenta.net,izumi-kenta.net,Owned,Low,third-party,llm_agreement
jacobin.com,jacobin.com,Media,Mid,third-party,llm_agreement
jacom.or.jp,jacom.or.jp,,Mid,third-party,human
jacses.org,jacses.org,Non-media-industry,Mid,third-party,llm_agreement
jaero.or.jp,jaero.or.jp,Non-media-industry,Mid,third-party,llm_agreement
gaikokujin-press.com,gaikokujin-press.com,Media,Mid,third-party,llm_agreement
gakujo.ne.jp,gakujo.ne.jp,Non-media-industry,Mid,third-party,llm_agreement
gallup.com,gallup.com,Non-media-industry,Mid,third-party,llm_agreement
gbnews.com,gbnews.com,Media,Mid,third-party,llm_agreement
gelliottmorris.com,gelliottmorris.com,Owned,Low,third-party,llm_agreement
geminigr.com,geminigr.com,Non-media-industry,Mid,third-party,llm_agreement
gendai.media,gendai.media,Media,Mid,third-party,llm_agreement
bcgreens.ca,bcgreens.ca,Party,Primary,primary,llm_agreement
beginnerswelcome.net,beginnerswelcome.net,Owned,Low,third-party,llm_agreement
beinglibertarian.com,beinglibertarian.com,,Mid,third-party,human
bellwether.org,bellwether.org,Non-media-industry,Mid,third-party,llm_agreement
benesse.jp,benesse.jp,Non-media-industry,Mid,third-party,llm_agreement
bengo4.com,bengo4.com,,Mid,third-party,human
benton.org,benton.org,Non-media-industry,Mid,third-party,llm_agreement
womblebonddickinson.com,womblebonddickinson.com,Non-media-industry,Mid,third-party,llm_agreement
workforcebulletin.com,workforcebulletin.com,Non-media-industry,Mid,third-party,llm_agreement
workingimmigrants.com,workingimmigrants.com,Owned,Low,third-party,llm_agreement
workrightscentre.org,workrightscentre.org,Non-media-industry,Mid,third-party,llm_agreement
works-hi.co.jp,works-hi.co.jp,Non-media-industry,Mid,third-party,llm_agreement
world-economic-review.jp,world-economic-review.jp,,Mid,third-party,human
worldjournal.com,worldjournal.com,Media,Mid,third-party,llm_agreement
newstatesman.com,newstatesman.com,Media,Mid,third-party,llm_agreement
newsweek.com,newsweek.com,Media,Mid,third-party,llm_agreement
newsweekjapan.jp,newsweekjapan.jp,Media,Mid,third-party,llm_agreement
newyorker.com,newyorker.com,Media,Mid,third-party,llm_agreement
nextgov.com,nextgov.com,Media,Mid,third-party,llm_agreement
nga.gr.jp,nga.gr.jp,,Mid,third-party,human
ngj.jp,ngj.jp,Non-media-industry,Mid,third-party,llm_agreement
dividedwefall.org,dividedwefall.org,Media,Mid,third-party,llm_agreement
dlri.co.jp,dlri.co.jp,,Mid,third-party,human
dncclimate.org,dncclimate.org,Party,Primary,primary,llm_agreement
dncsmallbiz.com,dncsmallbiz.com,Party,Primary,primary,llm_agreement
doc-net.or.jp,doc-net.or.jp,Non-media-industry,Mid,third-party,llm_agreement
docomo.ne.jp,docomo.ne.jp,Non-media-industry,Mid,third-party,llm_agreement
documentcloud.org,documentcloud.org,Platform,Low,third-party,llm_agreement
doyukai.or.jp,doyukai.or.jp,Non-media-industry,Mid,third-party,llm_agreement
dp-shiga.jp,dp-shiga.jp,Party,Primary,primary,llm_agreement
dpfp-db.com,dpfp-db.com,Party,Primary,primary,llm_agreement
dpfp-oita.com,dpfp-oita.com,Party,Primary,primary,llm_agreement
dpfp.or.jp,dpfp.or.jp,Party,Primary,primary,llm_agreement
dpfphyogo.jp,dpfphyogo.jp,Party,Primary,primary,llm_agreement
dpo.org,dpo.org,Party,Primary,primary,llm_agreement
cityandstateny.com,cityandstateny.com,Media,Mid,third-party,llm_agreement
clair.or.jp,clair.or.jp,,Mid,third-party,human
clark.ed.jp,clark.ed.jp,Academia,High,third-party,llm_agreement
clcouncil.org,clcouncil.org,Non-media-industry,Mid,third-party,llm_agreement
clerycenter.org,clerycenter.org,Non-media-industry,Mid,third-party,llm_agreement
clf.org,clf.org,Non-media-industry,Mid,third-party,llm_agreement
climateoutreach.org,climateoutreach.org,Non-media-industry,Mid,third-party,llm_agreement
jointcenter.org,jointcenter.org,Non-media-industry,Mid,third-party,llm_agreement
jp-home.com,jp-home.com,Non-media-industry,Mid,third-party,llm_agreement
jpchinapress.com,jpchinapress.com,Media,Mid,third-party,llm_agreement
jpn.com,jpn.com,Non-media-industry,Mid,third-party,llm_agreement
jpn.org,jpn.org,,Mid,third-party,human
jri.co.jp,jri.co.jp,Non-media-industry,Mid,third-party,llm_agreement
jsa.gr.jp,jsa.gr.jp,,Mid,third-party,human
presidentialprayerteam.org,presidentialprayerteam.org,Non-media-industry,Mid,third-party,llm_agreement
pressdemocrat.com,pressdemocrat.com,Media,Mid,third-party,llm_agreement
prezi.com,prezi.com,Platform,Low,third-party,llm_agreement
profession-net.com,profession-net.com,,Mid,third-party,human
professionalpensions.com,professionalpensions.com,Media,Mid,third-party,llm_agreement
progresschamber.org,progresschamber.org,Non-media-industry,Mid,third-party,llm_agreement
progressive.org,progressive.org,Media,Mid,third-party,llm_agreement
jsda.or.jp,jsda.or.jp,Non-media-industry,Mid,third-party,llm_agreement
jsonline.com,jsonline.com,Media,Mid,third-party,llm_agreement
jssw.jp,jssw.jp,Academia,High,third-party,llm_agreement
jst.go.jp,jst.go.jp,Government,High,third-party,llm_agreement
jstor.org,jstor.org,Academia,High,third-party,llm_agreement
jtu-net.or.jp,jtu-net.or.jp,Non-media-industry,Mid,third-party,llm_agreement
jtuc-rengo.or.jp,jtuc-rengo.or.jp,Non-media-industry,Mid,third-party,llm_agreement
worldjpn.net,worldjpn.net,,Mid,third-party,human
worldpopulationreview.com,worldpopulationreview.com,,Mid,third-party,human
worldtimes.co.jp,worldtimes.co.jp,,Mid,third-party,human
worldtradelaw.net,worldtradelaw.net,,Mid,third-party,human
worldvision.jp,worldvision.jp,Non-media-industry,Mid,third-party,llm_agreement
wsws.org,wsws.org,,Mid,third-party,human
wwf.or.jp,wwf.or.jp,Non-media-industry,Mid,third-party,llm_agreement
dsausa.org,dsausa.org,,Mid,third-party,human
dsei-japan.com,dsei-japan.com,Non-media-industry,Mid,third-party,llm_agreement
dukechronicle.com,dukechronicle.com,Media,Mid,third-party,llm_agreement
durangoherald.com,durangoherald.com,Media,Mid,third-party,llm_agreement
dylj.or.jp,dylj.or.jp,,Mid,third-party,human
e-gov.go.jp,e-gov.go.jp,Government,High,third-party,llm_agreement
earth-ism.jp,earth-ism.jp,,Mid,third-party,human
progressivepolicy.org,progressivepolicy.org,Non-media-industry,Mid,third-party,llm_agreement
project-syndicate.org,project-syndicate.org,Media,Mid,third-party,llm_agreement
projectunderstanding.org,projectunderstanding.org,Non-media-industry,Mid,third-party,llm_agreement
promarket.org,promarket.org,Academia,High,third-party,llm_agreement
propublica.org,propublica.org,Media,Mid,third-party,llm_agreement
prospect.org,prospect.org,Media,Mid,third-party,llm_agreement
prosperousamerica.org,prosperousamerica.org,Non-media-industry,Mid,third-party,llm_agreement
foreignanalysis.com,foreignanalysis.com,Media,Mid,third-party,llm_agreement
foreignpolicy.com,foreignpolicy.com,Media,Mid,third-party,llm_agreement
forrester.com,forrester.com,Non-media-industry,Mid,third-party,llm_agreement
fortune.com,fortune.com,Media,Mid,third-party,llm_agreement
